Place,Label,Review
park,Positive,Recently when we went on a Sunday it was very crowded in Bala bhavan . Toy train and kids rides are all very crowded. But the garden and walking areas are very vast. So we can enjoy the natural greenery. Parking needs to be done near high court premises. But worth a visit from a busy week
park,Positive,The park very huge and full of greenery. There is a 700m trail too where you can walk or run at the stretch. And you can also walk admist the greenery and grassland. There are variety of tress here and breeze is awesome. Also I think there are many communities who group up here for painting or book reading. You can also bring a mat and have a picnic here with family.
park,Positive,Best park for family and kids ro spend time and walking. They have a proper paved way for walking. Kids have play area and activities. They have pebbles paved way for acupuncture walking and have some equipments for exercise as well. One of the best maintained park in velachery situated near Phoenix mall.
park,Positive,"Good place for kids and family to enjoy their time in the morning as well in the evening. Lengthy oval jigging platform, all kind of physical exercise facility, kids play zone are highlights for sure fun for kids. Pebbles fetched floor for foot massage, 8 shaped walking path, very calm and clean center stage. We need to enter into this OSR place either through exit gate of Phoenix or at the adjacent lane from 100feet road near Sri Krishna Sweets. Timing is the constraint."
park,Positive,"Good Place to visit with kids, maintenance is good, separate rest room, lot of equipment for kids for playing. Located back exit of phoenix Mall. It's a good place to visit and spend your free time with family."
park,Positive,Nice place to spend the park. If you have free time must visit the Velachery park and relax your time.
park,Positive,One of the best maintained parks in Chennai. Good for a walk/Jog. Play area for kids is also well maintained. Restrooms are clean. Accessible via 2 ways - back exit of Phoenix mall and also a seperate entrance in the front.
park,Negative,"experience was bad, i was not allowed inside by the mall security at 3.57 pm saying that the park opens at 4 pm. then they made a big deal about parking.i didn't know i could go to the parallel road and get into the park.. sick sadistic security fellows."
park,Positive,Good experience my children's enjoying here very clean and healthy wibe
park,Positive,"It is a great park for walking and there is yoga(daily) /Karate class (days varies )in the morning ,you have a parking facility also"
park,Positive,"Best place for enjoying with your kids, walking is also a very good option. We can spend more than an hour here"
park,Positive,"Corporation maintaining it well, nice place to get relaxation here in the tired evening."
park,Positive,Calm place... Some playing equipments are damaged.
park,Positive,Good Park for morning walk and Good for small children to play
park,Positive,One of the well maintained parks in chennai.Good for women and kids
park,Positive,Super park by government all are in good condition child can play safety
park,Positive,It is a large area for kids to play and adults to come here for walking/jogging/running
park,Positive,"Good Location, Very safety and hygiene place."
park,Negative,Playground: There are plenty of small stones scattered which may harm the children who come for playing....Stones are seen below the swings...pl.take action to remove them
park,Negative,Not at all a good place to hang out. No facilities .May be good for kids below 5 years
park,Negative,Walking track is good.... Other stuffs are not maintained well
park,Negative,"A small park in the colony, nothing great to call it a park"
park,Positive,"Our family visit to Periyar National Park in Kerala was an unforgettable experience. The serene atmosphere of the park made it the perfect escape into nature. The boat ride across the lake was amazing, offering stunning views of the lush greenery and calm waters."
park,Positive,"Wildlife boating tour was absolutely amazing! The guides were knowledgeable and passionate, sharing fascinating insights about the local ecosystem. We saw a variety of wildlife Animals & Birds . The boat was comfortable and offered plenty of space for everyone to enjoy the views."
park,Positive,We went for a boat ride in the morning and absolutely loved it! The guide on the boat had a very sharp eye to spot animals and birds. We would definitely go again if we visited Kerala.
park,Positive,"It's a really nice place. We only seen group of bison, group of deer , many birds. But didn't saw tiger. The environment is very nice"
park,Positive,It was an incredible experience that we had and thanks to the team for making our trip successful and special thanks to Mr. Baiju and Mr. Kaleeswaran who works on a boat and takes good pictures of wildlife for visitors.
park,Positive,"this is a natural reserve which is managed in a good and sustainable way. the visit consists essentially in a 90min boat trip around the lake. it is a good idea to be silent (everyone on the boat) so the animals are not chased away. the park guides do photos with binoculars and your phone if you are interested. the animals are hard to spot to the untrained eye. we got kingfishers, turtles, comorans, bee hives and wild deer on photo. the park is muuuch larger than the lake, any private hiking is strictly forbidden. beware of the gibbons, they will steal your sandwich or bag in no time. why one star less? more help with spotting the animals could be given (we had our own very helpful guide), maybe a TV screen coupled to a live cam with teleobjective (plus text) on the boat, oriented by one of the rangers, could be a help. or systematic binoculars for a small fee."
park,Positive,"Boating is a good experience, ticket rates are normal compared to many other wild life attractions (255INR for Adults and 85 for kids of age 6 and above, if you choose Forest department boat). For KTDC boats rate slightly differ for kids. We could see only few animals (Nilgiri Langur, Sambar deer, Bison) probabily because we choose the boating at 1:30pm. It seems the best time to spot more animals is morning 7:30am. Timing for boating are 7:30am, 9:30am, 11:30am, 1:30pm and 3:30pm."
park,Positive,"Enjoyed our first to visit to this park, wish we had more time to spend here. Park itself is well maintained and kept for the most part. All staff and department of forest services were very helpful and kind. We only had a chance to do the boat riding."
toilets,Positive,"The facility was bright, clean, and had a pleasant fragrance that made the experience comfortable."
toilets,Negative,"The floors were wet, slippery, and looked like they hadn’t been cleaned in days."
toilets,Negative,Broken sinks and non-functional flushes made the toilets completely unusable.
toilets,Positive,"I appreciated the availability of hand sanitizers and soap in every stall, which felt very thoughtful."
toilets,Negative,"The toilet area was poorly lit, making it feel unsafe and uncomfortable."
toilets,Negative,"Despite being located in a busy area, the maintenance was terrible with trash everywhere."
toilets,Negative,"No toilet paper, leaking taps, and a foul smell made it a very unpleasant experience."
toilets,Positive,"The place was spacious, airy, and cleaned every hour by attentive staff."
toilets,Negative,Graffiti-covered walls and a lack of proper waste disposal ruined the experience completely.
toilets,Negative,"The stench was unbearable, and the water supply was inconsistent, making it unusable."
toilets,Positive,"Well-maintained and modern, with automated systems for flushing and hand drying."
toilets,Negative,"The entrance was dirty, and the overall condition of the toilets made it unfit for use."
toilets,Positive,"A hidden gem in the area, the toilets were pristine and even had calming background music."
toilets,Negative,"The taps were broken, and the soap dispensers were all empty, which was frustrating."
toilets,Negative,Overflowing trash bins and no proper ventilation made the place unbearable.
toilets,Negative,"The toilets were hard to find, and when I got there, they were in terrible condition."
toilets,Positive,"The area was conveniently located, and the toilets were cleaned multiple times during the day."
toilets,Negative,The staff was rude when I complained about the lack of hygiene and water supply.
toilets,Negative,Long queues coupled with bad odor made it a frustrating experience overall.
toilets,Positive,The toilets were accessible and equipped with facilities for people with disabilities.
toilets,Negative,"There was no provision for handwashing, and the sinks were clogged with standing water."
toilets,Negative,"The lack of signage made finding the toilets a hassle, and once inside, they were filthy."
toilets,Negative,"With no proper lighting and dirty stalls, the experience was very poor."
toilets,Positive,"These were some of the cleanest public toilets I’ve seen in the city, with helpful staff nearby."
toilets,Negative,"The taps kept leaking, and the entire area felt damp and poorly maintained."
toilets,Negative,"It smelled terrible, and I could barely spend a minute inside due to the poor condition."
toilets,Positive,"Everything was automated, from flushing to soap dispensing, which was very convenient."
toilets,Negative,The absence of dustbins in the stalls led to trash being scattered everywhere.
toilets,Negative,Stains on the floor and walls made the place feel disgusting and unhygienic.
toilets,Positive,"The staff went out of their way to ensure cleanliness, and I was pleasantly surprised."
toilets,Negative,"The odor was overwhelming, and the facility clearly hadn’t been cleaned in days."
toilets,Negative,"The toilets lacked basic amenities like toilet paper and soap, which was disappointing."
toilets,Positive,"Well-ventilated and spacious, it was a comfortable stop during my long journey."
toilets,Negative,"The cubicles were cramped, and the taps didn’t work, making it an overall bad experience."
toilets,Negative,"There was water stagnation on the floor, and the staff didn’t seem bothered about cleaning it."
toilets,Negative,"Even though it was peak hours, there was no effort to clean or maintain the place."
toilets,Positive,"The toilets were centrally located and had enough supplies, which was convenient."
toilets,Negative,A leaking ceiling and poor lighting made it a nightmare to use.
toilets,Negative,The cubicles were so dirty that I chose to leave without using them.
toilets,Positive,"There were plenty of stalls, and they were all clean and odor-free."
toilets,Negative,A lack of accessibility options made it very difficult for people with mobility issues.
toilets,Negative,"The faucets didn’t work, and the toilets were in disrepair, making them unusable."
toilets,Positive,"Bright lighting, clean stalls, and well-stocked supplies made for a good experience."
toilets,Negative,"The hand dryers were broken, and the overall maintenance seemed to have been neglected."
toilets,Negative,"The location was inconvenient, and once I arrived, the condition of the toilets was terrible."
toilets,Negative,The facility smelled awful and lacked any sign of maintenance or hygiene.
toilets,Positive,It was one of the few public toilets that actually felt welcoming and safe to use.
toilets,Negative,"The walls were covered in grime, and the entire space was poorly maintained."
toilets,Negative,"There was no toilet paper, and the staff seemed indifferent to complaints."
toilets,Negative,"The facility was overcrowded, dirty, and poorly managed, making it an unpleasant experience."
Airport,Positive,"The check-in process was smooth, and the staff were quick to assist when I had an issue with my boarding pass."
Airport,Positive,"The variety of South Indian food at the food court was excellent, and the dosa at one stall was delicious."
Airport,Positive,"The airport's design is modern and airy, with plenty of natural light streaming through the large windows."
Airport,Negative,"The security line during the early morning rush was chaotic, with no staff managing the crowd properly."
Airport,Positive,The washrooms near the international departure gates were spotless and well-stocked with toiletries.
Airport,Negative,"The Wi-Fi connection kept disconnecting, and I had trouble accessing my e-boarding pass."
Airport,Positive,"The taxi pickup area was well-organized, and there were plenty of options for pre-paid cabs and app-based services."
Airport,Positive,The airport’s new lounges are spacious and have a good selection of snacks and beverages.
Airport,Negative,"There was a foul smell near the baggage claim area, and no staff seemed to be addressing it."
Airport,Positive,I loved the greenery inside the airport—it added a relaxing vibe while waiting for my flight.
Airport,Positive,"The signage was clear, and I had no trouble finding my way from check-in to my gate despite the large crowds."
Airport,Negative,"The parking lot was confusing, with poor directions leading to a lot of wasted time before drop-off."
Airport,Positive,The free drinking water stations were clean and strategically placed throughout the terminal.
Airport,Positive,"The international duty-free shop had a great selection of products, and the staff were very courteous."
Airport,Negative,"The baggage belt took a long time to start, and passengers were frustrated due to the lack of updates."
Airport,Positive,"The immigration staff were polite and processed passengers quickly, even during peak hours."
Airport,Positive,The staff at the wheelchair assistance desk were patient and ensured my elderly father was comfortable.
Airport,Positive,"I was impressed by the efficient boarding process, with clear announcements and staff guiding passengers."
Airport,Negative,"The food court was overcrowded, and it was hard to find a clean table to sit at."
Airport,Positive,The premium Wi-Fi was affordable and worked perfectly for video calls and last-minute work.
Airport,Positive,I appreciated the local touches like the Karnataka handicrafts displayed in the terminal.
Airport,Positive,"The kids' play area was a lifesaver, keeping my children entertained during a long layover."
Airport,Negative,"The temperature inside the domestic terminal was uncomfortably high, especially near the gates."
Airport,Positive,"There was a good selection of bookstores, and I found a lovely travel guide to read on my flight."
Airport,Negative,"The taxi drop-off area was crowded, with no one directing the flow of traffic, causing unnecessary delays."
Airport,Positive,The airport staff were very friendly when I asked for help finding my gate after a last-minute change.
Airport,Positive,"The charging stations were abundant and conveniently located, which was very helpful."
Airport,Negative,"The announcements were hard to hear in the busy domestic terminal, leading to confusion about boarding calls."
Airport,Positive,"The coffee shop near Gate 14 served excellent filter coffee, which was a great way to start my journey."
Airport,Positive,"The security check process was well-organized, with clear instructions and helpful staff."
Airport,Positive,"The large glass panels offered a stunning view of the runway, adding to the overall experience."
Airport,Negative,"The escalators to the departure level were out of order, and no one was available to assist passengers with heavy luggage."
Airport,Positive,"The airport offers plenty of seating, even near the boarding gates, which was a relief during a delay."
Airport,Positive,The flower decorations in the international terminal were stunning and made the space feel welcoming.
Airport,Positive,I liked how the flight information screens were visible from almost every part of the terminal.
Airport,Negative,"There was no proper queue management at the coffee shop, and the wait time was unreasonably long."
Airport,Positive,The shuttle service between terminals was quick and saved a lot of time during my layover.
Airport,Positive,"The overall cleanliness of the airport was impressive, even in high-traffic areas like baggage claim."
Airport,Negative,The toilets near Gate 5 were messy and had a long queue due to poor maintenance.
Airport,Positive,I appreciated the ample power outlets and USB charging ports throughout the seating areas.
Airport,Positive,The security staff were respectful and ensured the process was smooth even for families with children.
Airport,Positive,"The decor reflected local culture beautifully, with murals and artwork depicting Karnataka's heritage."
Airport,Positive,I enjoyed the live music performance in the terminal; it made waiting for my flight much more enjoyable.
Airport,Negative,"There was a lot of noise in the departure hall, and it was hard to hear the boarding announcements."
Airport,Positive,"The pet relief area was clean and well-designed, making it easy to travel with my dog."
Airport,Positive,The staff went above and beyond to assist me when my flight was delayed and I needed rebooking.
Airport,Negative,"The luggage carts were hard to find, and I had to walk a long distance with heavy bags."
Airport,Positive,"The arrival area had clear signage for taxis and public transportation, making it easy to exit."
Airport,Positive,The security staff were friendly and ensured that the process was efficient despite the rush.
Airport,Positive,"The departure gates had plenty of clean seating, and the announcements were loud and clear."
metro,Positive,"The metro stations are well-maintained, with clear signage that makes navigation very easy."
metro,Positive,"The air-conditioning inside the metro was a relief on a hot day, making the ride comfortable."
metro,Positive,"The frequency of trains during peak hours is commendable, reducing waiting time significantly."
metro,Negative,"The escalators at some stations were not working, which was inconvenient for elderly passengers."
metro,Positive,The ticketing staff were polite and guided me through using the smart card machine effectively.
metro,Negative,"The train was overcrowded during rush hour, with barely any room to stand, let alone sit."
metro,Positive,"The stations are equipped with plenty of security personnel, making it feel safe at all times."
metro,Positive,"The metro runs smoothly, with minimal jerks or disruptions, ensuring a pleasant ride."
metro,Negative,"The announcements inside the train were hard to hear, especially during peak hour noise."
metro,Positive,"The cleanliness of the platforms and trains was impressive, even during high passenger traffic."
metro,Positive,"The metro provides excellent connectivity to major parts of the city, saving a lot of travel time."
metro,Negative,"There are very few benches on the platforms, making it hard to wait for the next train comfortably."
metro,Positive,The metro map inside the train was clear and helpful in understanding the route and stops.
metro,Positive,The staff at the metro helped me find the right platform when I was confused about the direction.
metro,Negative,"The token machines often malfunction, causing long queues at peak times."
metro,Positive,"The integration with BMTC buses at major stations is seamless, making multi-modal travel easier."
metro,Positive,"The metro’s punctuality is impressive, with trains arriving and departing on time consistently."
metro,Positive,The dedicated women’s coach provides a safe and comfortable space for female commuters.
metro,Negative,"The last-mile connectivity from certain stations is poor, requiring additional transportation options."
metro,Positive,"The stations are well-lit and ventilated, making them feel safe even late at night."
metro,Positive,"The metro is very affordable compared to other modes of transport, making it a great daily option."
metro,Positive,"I liked the small food kiosks near the station entrance, which made grabbing a snack convenient."
metro,Negative,"The elevators are often out of order, causing inconvenience for passengers with heavy luggage."
metro,Positive,"The metro provides smooth travel even during monsoons, avoiding the hassle of waterlogged roads."
metro,Positive,The digital screens displaying arrival and departure times are accurate and easy to read.
metro,Negative,"The crowding at interchange stations can be overwhelming, especially during office hours."
metro,Positive,"The audio announcements inside the train are clear and made in both Kannada and English, ensuring accessibility."
metro,Positive,The metro saved me at least 30 minutes compared to taking a cab through Bangalore’s traffic.
metro,Negative,"The platform doors are often misaligned, causing minor delays in boarding and deboarding."
metro,Positive,"The metro has become an eco-friendly alternative to cabs and autos, helping reduce pollution."
metro,Positive,"The ticket prices are fair, especially for students and frequent travelers using the smart card."
metro,Positive,The metro construction near my area has drastically reduced travel times since its launch.
metro,Negative,The first and last train timings are inconvenient for those traveling early morning or late at night.
metro,Positive,The staff were quick to assist a passenger who had dropped their belongings on the track.
metro,Positive,The free drinking water facilities at some stations were a thoughtful addition for commuters.
metro,Negative,The ticket counter staff were rude when I asked about route details and train timings.
metro,Positive,The connectivity to Kempegowda station makes it easy to switch between the metro and airport shuttles.
metro,Positive,"The metro’s speed is consistent, and the ride feels smoother than local buses."
metro,Positive,The wide entry gates make it easy for people with wheelchairs or luggage to pass through comfortably.
metro,Negative,"The ticket machines don’t always accept small denomination coins, which can be frustrating."
metro,Positive,"The automated token gates worked flawlessly, reducing the hassle of standing in line."
metro,Positive,The art installations at the stations give a nice local cultural touch to the travel experience.
metro,Positive,"I appreciated the metro's strict enforcement of the no-littering policy, keeping the trains clean."
metro,Negative,"The interchange at Majestic is confusing for first-time passengers, with no clear directions."
metro,Positive,"The first-class coaches are spacious and well-maintained, offering a premium experience."
metro,Positive,The QR-based ticketing system is user-friendly and eliminates the need to carry cash or tokens.
metro,Negative,Some of the station names are too long and hard to recognize in the announcements.
metro,Positive,"The train frequency during festivals and special events was increased, accommodating the rush perfectly."
metro,Positive,"I felt completely safe traveling late at night, thanks to the metro’s security arrangements."
metro,Positive,The greenery near the metro stations adds a pleasant vibe to the overall commuting experience.
Public trains,Negative,not very clean
Public trains,Negative,The trains is not very clean and does not come on time
Schools,Negative,The classrooms are not clean
